system:index,MNDWI,NDBI,NDVI_norm,elevation,land_cover,slope,.geo
2_20_0,-0.26404274,0.07568955,0.1712963,12,bare,2.1176536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0128899463065,25.017317094737173]}"
2_21_0,-0.29034638,0.09860593,0.15950765,14,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01612388132932,25.139398141849018]}"
2_22_0,-0.17867802,0.016876617,0.13321814,2,bare,4.508994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.22273182239496,25.778908792613706]}"
2_23_0,-0.08632616,-0.02741504,0.07129346,-1,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42700871800375,25.478152835490487]}"
2_24_0,0.19356163,-0.21609822,0.0061239456,6,bare,1.0300093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21518597400836,25.79292251104597]}"
2_25_0,-0.08596685,-0.050491236,0.10315763,4,bare,4.212672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21707243610501,25.695634965775824]}"
2_26_0,0.13746816,-0.14208817,-0.0017297447,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.20898759854794,25.68485518236639]}"
2_27_0,-0.13228025,-0.015405242,0.1170882,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21087406064458,25.788071608511725]}"
2_28_0,-0.29444486,0.09745635,0.15894926,17,bare,2.2460093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.04469030736432,25.00465084923109]}"
2_29_0,-0.27681223,0.0792294,0.16581169,13,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01639337591456,25.147482979406092]}"
2_30_0,-0.27783418,0.06576348,0.1747056,12,bare,1.3807777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01531539757362,24.985516733679344]}"
2_31_0,0.16757657,-0.0984967,-0.0750547,2,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.22246232780972,25.700216373724835]}"
2_32_0,-0.29428324,0.10954135,0.1566745,16,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.04280384526767,25.002764387134437]}"
2_33_0,-0.26865992,0.07986987,0.1621189,16,bare,3.8428624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03310204019918,25.05073442330642]}"
2_34_0,-0.29514688,0.10339201,0.1658306,13,bare,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0061525816756,25.021090018930476]}"
2_35_0,-0.18444704,0.046743773,0.09525516,9,bare,10.953782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.1944348909452,25.79480897314262]}"
2_36_0,-0.021720128,-0.05625714,0.042974684,2,bare,3.2156355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.43185962053799,25.48920211348516]}"
2_37_0,-0.29073775,0.09949489,0.16543919,12,bare,1.023746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01450691381791,25.057741282522553]}"
2_38_0,-0.2839979,0.11519329,0.13628551,18,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.04280384526767,24.998452473770666]}"
2_39_0,-0.2635752,0.09408759,0.13295951,16,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.04172586692673,25.03456474819227]}"
2_40_0,-0.2748254,0.095061496,0.16261145,11,bare,2.2462873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00642207626083,25.022976481027126]}"
2_41_0,-0.26302806,0.10094209,0.12795697,17,bare,2.7606726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03067658893207,25.043997058675522]}"
2_42_0,-0.25044906,0.10138111,0.12611857,12,bare,1.381016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0196273109374,25.02405445936807]}"
2_43_0,-0.14762068,0.022666074,0.081377275,4,bare,4.149069,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21976738195737,25.685124676951627]}"
2_44_0,-0.24201569,0.034653395,0.18312067,13,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01827983801121,25.124036950490574]}"
2_45_0,-0.17601344,0.025398038,0.10973169,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.19659084762708,25.797773413580213]}"
2_46_0,-0.26791972,0.083304316,0.16354637,17,bare,3.2050164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03256305102872,25.050195434135947]}"
2_47_0,-0.19145617,-0.08986189,0.28132915,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.22919969244063,25.691862041582525]}"
2_48_0,-0.2536394,0.06816581,0.16087623,12,bare,2.7610948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00884752752796,25.07795337641524]}"
2_49_0,-0.2694477,0.1150856,0.1234913,15,bare,2.117751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03229355644348,25.041302112823164]}"
2_50_0,-0.267067,0.065285616,0.16709001,15,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02205276220451,25.12295897214963]}"
2_51_0,-0.25916454,0.002511369,0.24388468,11,bare,2.117883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01881882718169,25.07418045222194]}"
2_52_0,-0.27369127,0.08612335,0.15271291,16,bare,1.0236626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02366972971593,25.047769982868825]}"
2_53_0,-0.26785627,0.093128756,0.14891823,11,bare,1.3813803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0204357946931,25.083073773534725]}"
2_54_0,-0.26091865,0.086666934,0.14760053,13,bare,2.2463927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01073398962461,25.02998334024326]}"
2_55_0,-0.23643257,0.0024399122,0.20669863,7,bare,2.7665675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42997315844134,25.5150735936678]}"
2_56_0,-0.077540904,-0.01565543,0.07729507,2,bare,2.766103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42404427756615,25.478422330075723]}"
2_57_0,0.20283735,-0.14057155,-0.07884846,3,bare,1.0291117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.23378110038963,25.6894365903154]}"
2_58_0,-0.26560566,0.11349355,0.11942427,16,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01881882718169,25.12619290717246]}"
2_59_0,-0.16420504,-0.06301569,0.21564738,3,bare,3.2160983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42027135337284,25.50806673445167]}"
2_60_0,-0.19223405,0.025460253,0.13945757,6,bare,2.1208146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.19227893426331,25.785376662659367]}"
2_61_0,-0.27927136,0.051339045,0.19797762,14,bare,4.1388273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02932911600588,25.14182359311614]}"
2_62_0,-0.14716981,0.039794777,0.072325796,1,bare,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21599445776407,25.761930633743845]}"
2_63_0,-0.08599772,-0.068833806,0.089297794,-1,bare,4.206127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.43671052307224,25.49944290772412]}"
2_64_0,-0.19112127,0.020214165,0.14231697,6,bare,3.0866766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21841990903118,25.766512041692856]}"
2_65_0,-0.27513045,0.07001079,0.1756626,14,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0250172026421,25.14640500106515]}"
2_66_0,-0.28075033,0.09180902,0.15967394,16,bare,1.3809046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01720185967027,25.005998322157268]}"
2_67_0,-0.26833302,0.03729167,0.21783608,17,bare,1.3817822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.04037839400056,25.14775247399133]}"
2_68_0,-0.16173147,-0.035937205,0.18966079,2,bare,1.0275168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.41973236420237,25.503754821087895]}"
2_69_0,-0.24998544,0.07926653,0.14775416,16,bare,2.2463212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03633597522202,25.02540193229425]}"
2_70_0,-0.2808088,0.051521722,0.18551289,14,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0279816430797,25.060166733789675]}"
2_71_0,-0.2479721,0.07014499,0.15179679,14,bare,2.7603333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03094608351729,25.016508610981468]}"
2_72_0,0.13720213,-0.07607325,-0.048524104,3,bare,3.4568195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21653344693453,25.67973478524691]}"
2_73_0,0.11629779,-0.076534905,-0.035444196,3,bare,2.0573204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21437749025264,25.675422871883136]}"
2_74_0,-0.28196013,0.09826524,0.16104443,9,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00264915206753,25.020551029760004]}"
2_75_0,-0.26619262,0.083565935,0.16592894,17,bare,1.3809525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02663417015353,25.013813665129106]}"
2_76_0,0.040290058,-0.09749837,0.031505417,3,bare,1.3858744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.212491028156,25.793730994801678]}"
2_77_0,-0.27874458,0.113429435,0.13400683,10,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00184066831183,25.101668899915996]}"
2_78_0,-0.026551435,-0.07036729,0.07243247,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.20710113645129,25.793730994801678]}"
2_79_0,-0.26608413,0.08510969,0.14800447,17,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03525799688107,25.004381354645854]}"
2_80_0,-0.087312065,-0.043685798,0.11248625,4,bare,2.1204705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21572496317883,25.703450308747666]}"
2_81_0,-0.13654904,0.010790279,0.08070931,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.22327081156543,25.681890741928797]}"
2_82_0,-0.25401422,0.08644559,0.1339983,14,bare,1.3810949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0234002351307,25.036990199459392]}"
2_83_0,-0.24540818,0.08149296,0.13697404,20,bare,3.4502454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03768344814819,25.02486294312378]}"
2_84_0,-0.08117036,0.0085947765,0.034795906,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21599445776407,25.78456817890366]}"
2_85_0,-0.26612046,0.05535065,0.17570154,11,bare,1.3813597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0061525816756,25.079839838511894]}"
2_86_0,-0.14787515,0.0023642418,0.10529636,1,bare,1.385181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21626395234931,25.685933160707336]}"
2_87_0,-0.268304,0.06741325,0.16845447,14,bare,1.380824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03121557810253,24.993062582065946]}"
2_88_0,0.15275107,-0.1647835,1.85395E-4,2,bare,1.029867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21195203898553,25.776752835931816]}"
2_89_0,-0.23799984,0.044957995,0.15700652,16,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.01989680552262,25.1197250371268]}"
2_90_0,-0.19406466,0.04623028,0.08715158,9,bare,3.8438714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42754770717421,25.5007903806503]}"
2_91_0,-0.17215782,0.014135312,0.13467446,6,bare,1.0292654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21168254440029,25.707223232940965]}"
2_92_0,-0.25470066,0.073188946,0.14828582,15,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0212442784488,25.011388213861984]}"
2_93_0,-0.18911989,-0.04713554,0.22635654,4,bare,1.3849869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.43239860970846,25.655480272575684]}"
2_94_0,-0.26090303,0.1027577,0.12268234,15,bare,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03768344814819,25.014622148884815]}"
2_95_0,-0.2615493,0.08335851,0.15868166,14,bare,2.9624825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03229355644348,25.147213484820856]}"
2_96_0,-0.23631363,0.07253184,0.13994655,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.19012297758142,25.79211402729026]}"
2_97_0,-0.3039227,0.11737782,0.16086055,17,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.03283254561394,25.05854976627826]}"
2_98_0,-0.046398215,-0.07352579,0.0778139,3,bare,2.053984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.4191933750319,25.48111727592808]}"
2_99_0,-0.082868464,-0.05210453,0.12941578,1,bare,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.20790962020699,25.774327384664694]}"
2_100_0,-0.18600991,0.0061273263,0.15078454,5,bare,1.0297465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.21895889820166,25.762739117499553]}"
